product_page_url,product_upc,title
http://books.toscrape.com/catalogue/how-music-works_979/index.html,,
,327f68a59745c102,
,,How Music Works
product_page_url,product_upc,title
http://books.toscrape.com/catalogue/how-music-works_979/index.html,,
,327f68a59745c102,
,,How Music Works
